fixture,source_mode,base_samples,resolution,subdivision_factor,projection,projection_class,projection_direction,expected_crossing_count,expected_determinant,polygon_length,vertex_distortion_estimate,minimum_nonlocal_vertex_clearance,crossing_count,gauss_component_count,alternating_projection,canonical_gauss_signature,pd_code,fox_determinant,first_tait_tree_count,second_tait_tree_count,unsigned_tait_shortcut_applicable,unsigned_tait_shortcut_agrees,tait_construction_status,tait_error,simplification_status,simplification_changed,simplified_crossing_count,simplified_component_count,simplified_fox_determinant,simplification_error,topological_fixture_pass,minimum_crossing_angle_degrees,minimum_crossing_depth_separation,minimum_crossing_vertex_parameter_margin,normalized_minimum_depth_separation,crossing_count_matches_expected,determinant_matches_expected,backend_messages,extraction_status,error_message,runtime_seconds,reference_resolution,signature_matches_reference,crossing_count_matches_reference,determinant_matches_reference,projection_stability_pass
5_1_torus_T_2_5,exact_polygon_subdivision,32,64,2,tilt_y_neg007,generic_tilt,"[0.0, -0.07, 1.0]",5,5,39.406960620509196,14.023839577637037,1.1387649906642063,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,54.80196798403877,1.783679943201014,0.11920703881805395,0.21823120629082798,True,True,,passed,,0.0037189999857218936,256,True,True,True,True
5_1_torus_T_2_5,exact_polygon_subdivision,32,64,2,oblique_008_neg006,generic_tilt,"[0.08, -0.06, 1.0]",5,5,39.406960620509196,14.023839577637037,1.1387649906642063,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,54.592661197891765,1.775301005320879,0.024140850834310612,0.21634784961665096,True,True,,passed,,0.003471699994406663,256,True,True,True,True
5_1_torus_T_2_5,exact_polygon_subdivision,32,128,4,z_axis,axis_aligned_reference,"[0.0, 0.0, 1.0]",5,5,39.4069606205092,14.324393446427775,1.1353198955277053,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,80.5524589064634,1.772377008432225,0.0,0.21837256123529367,True,True,,passed,,0.005142099995282479,256,True,True,True,True
5_1_torus_T_2_5,exact_polygon_subdivision,32,128,4,tilt_x_005,generic_tilt,"[0.05, 0.0, 1.0]",5,5,39.4069606205092,14.324393446427775,1.1353198955277053,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,80.34028577751408,1.76721324828695,0.04361587464183714,0.21664323533068247,True,True,,passed,,0.005662700001266785,256,True,True,True,True
5_1_torus_T_2_5,exact_polygon_subdivision,32,128,4,tilt_y_neg007,generic_tilt,"[0.0, -0.07, 1.0]",5,5,39.4069606205092,14.324393446427775,1.1353198955277053,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,54.80196798403877,1.783679943201014,0.09295830232929347,0.21823120629082798,True,True,,passed,,0.006358200000249781,256,True,True,True,True
5_1_torus_T_2_5,exact_polygon_subdivision,32,128,4,oblique_008_neg006,generic_tilt,"[0.08, -0.06, 1.0]",5,5,39.4069606205092,14.324393446427775,1.1353198955277053,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,54.592661197891815,1.7753010053208789,0.04828170166861412,0.21634784961665093,True,True,,passed,,0.006920400002854876,256,True,True,True,True
5_1_torus_T_2_5,exact_polygon_subdivision,32,256,8,z_axis,axis_aligned_reference,"[0.0, 0.0, 1.0]",5,5,39.406960620509196,14.411257480427535,1.1265451476067823,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,80.55245890646353,1.7723770084322252,0.0,0.2183725612352937,True,True,,passed,,0.009968800004571676,256,True,True,True,True
5_1_torus_T_2_5,exact_polygon_subdivision,32,256,8,tilt_x_005,generic_tilt,"[0.05, 0.0, 1.0]",5,5,39.406960620509196,14.411257480427535,1.1265451476067823,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,80.34028577751418,1.76721324828695,0.0869697796170179,0.21664323533068247,True,True,,passed,,0.008644999994430691,256,True,True,True,True
5_1_torus_T_2_5,exact_polygon_subdivision,32,256,8,tilt_y_neg007,generic_tilt,"[0.0, -0.07, 1.0]",5,5,39.406960620509196,14.411257480427535,1.1265451476067823,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,54.801967984038754,1.783679943201014,0.17084437777205608,0.21823120629082798,True,True,,passed,,0.009839000005740672,256,True,True,True,True
5_1_torus_T_2_5,exact_polygon_subdivision,32,256,8,oblique_008_neg006,generic_tilt,"[0.08, -0.06, 1.0]",5,5,39.406960620509196,14.411257480427535,1.1265451476067823,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,54.59266119789184,1.7753010053208789,0.020332160166738333,0.21634784961665093,True,True,,passed,,0.008680300001287833,256,True,True,True,True
5_1_torus_T_2_5,smooth_parametric_resampling,32,16,,z_axis,axis_aligned_reference,"[0.0, 0.0, 1.0]",5,5,35.60890823430561,10.796860807729221,1.4316574286832553,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,60.315029835176375,1.132908994701045,0.0,0.1475006703827291,True,True,,passed,,0.001987600000575185,96,True,True,True,True
5_1_torus_T_2_5,smooth_parametric_resampling,32,16,,tilt_x_005,generic_tilt,"[0.05, 0.0, 1.0]",5,5,35.60890823430561,10.796860807729221,1.4316574286832553,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,63.560101685254494,1.129670445284287,0.027092286415928868,0.1463823623755067,True,True,,passed,,0.001972900005057454,96,True,True,True,True
5_1_torus_T_2_5,smooth_parametric_resampling,32,16,,tilt_y_neg007,generic_tilt,"[0.0, -0.07, 1.0]",5,5,35.60890823430561,10.796860807729221,1.4316574286832553,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,69.25327621256,1.1200853124186418,0.08161172237160841,0.14430552660685025,True,True,,passed,,0.0022779999999329448,96,True,True,True,True
5_1_torus_T_2_5,smooth_parametric_resampling,32,16,,oblique_008_neg006,generic_tilt,"[0.08, -0.06, 1.0]",5,5,35.60890823430561,10.796860807729221,1.4316574286832553,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,68.85881199881653,1.1178500270971856,0.012881582429015381,0.14279931402788087,True,True,,passed,,0.00260990000970196,96,True,True,True,True
5_1_torus_T_2_5,smooth_parametric_resampling,32,24,,z_axis,axis_aligned_reference,"[0.0, 0.0, 1.0]",5,5,38.35215813010802,13.737869965538888,1.1563989749074783,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,83.13687221862129,1.6003983099814811,0.0,0.19954742413813628,True,True,,passed,,0.0023277000000234693,96,True,True,True,True
5_1_torus_T_2_5,smooth_parametric_resampling,32,24,,tilt_x_005,generic_tilt,"[0.05, 0.0, 1.0]",5,5,38.35215813010802,13.737869965538888,1.1563989749074783,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,82.99160842364283,1.5995762121662267,0.02577491945496746,0.1983125274001495,True,True,,passed,,0.002290300006279722,96,True,True,True,True
5_1_torus_T_2_5,smooth_parametric_resampling,32,24,,tilt_y_neg007,generic_tilt,"[0.0, -0.07, 1.0]",5,5,38.35215813010802,13.737869965538888,1.1563989749074783,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,54.392845945845586,1.6192368547049427,0.12304019950961731,0.20014470012305705,True,True,,passed,,0.0021259000059217215,96,True,True,True,True
5_1_torus_T_2_5,smooth_parametric_resampling,32,24,,oblique_008_neg006,generic_tilt,"[0.08, -0.06, 1.0]",5,5,38.35215813010802,13.737869965538888,1.1563989749074783,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,54.05814024975832,1.6165879023319767,0.04015853302565375,0.19838874167275772,True,True,,passed,,0.0025538000045344234,96,True,True,True,True
5_1_torus_T_2_5,smooth_parametric_resampling,32,32,,z_axis,axis_aligned_reference,"[0.0, 0.0, 1.0]",5,5,39.406960620509196,14.023839577637053,1.1387649906642063,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,80.55245890646349,1.772377008432225,0.0,0.21837256123529367,True,True,,passed,,0.002670900008524768,96,True,True,True,True
5_1_torus_T_2_5,smooth_parametric_resampling,32,32,,tilt_x_005,generic_tilt,"[0.05, 0.0, 1.0]",5,5,39.406960620509196,14.023839577637053,1.1387649906642063,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,80.34028577751407,1.76721324828695,0.03421994169804776,0.21664323533068247,True,True,,passed,,0.0024431000056210905,96,True,True,True,True
5_1_torus_T_2_5,smooth_parametric_resampling,32,32,,tilt_y_neg007,generic_tilt,"[0.0, -0.07, 1.0]",5,5,39.406960620509196,14.023839577637053,1.1387649906642063,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,54.80196798403876,1.783679943201014,0.05960351940902697,0.21823120629082798,True,True,,passed,,0.002677700002095662,96,True,True,True,True
5_1_torus_T_2_5,smooth_parametric_resampling,32,32,,oblique_008_neg006,generic_tilt,"[0.08, -0.06, 1.0]",5,5,39.406960620509196,14.023839577637053,1.1387649906642063,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,54.59266119789174,1.775301005320879,0.012070425417155306,0.21634784961665096,True,True,,passed,,0.003370799997355789,96,True,True,True,True
5_1_torus_T_2_5,smooth_parametric_resampling,32,48,,z_axis,axis_aligned_reference,"[0.0, 0.0, 1.0]",5,5,40.19227034486258,14.385883839771418,1.1563989749074783,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,78.74351719886266,1.897923859661031,0.0,0.22947288062717852,True,True,,passed,,0.00300839998817537,96,True,True,True,True
5_1_torus_T_2_5,smooth_parametric_resampling,32,48,,tilt_x_005,generic_tilt,"[0.05, 0.0, 1.0]",5,5,40.19227034486258,14.385883839771418,1.1563989749074783,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,78.61598045967565,1.895324501331412,0.042581688774063764,0.22793454762675747,True,True,,passed,,0.0033540999866090715,96,True,True,True,True
5_1_torus_T_2_5,smooth_parametric_resampling,32,48,,tilt_y_neg007,generic_tilt,"[0.0, -0.07, 1.0]",5,5,40.19227034486258,14.385883839771418,1.1563989749074783,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,59.315518756298424,1.8972233771238787,0.18689377767609727,0.22769419868006038,True,True,,passed,,0.002882900007534772,96,True,True,True,True
5_1_torus_T_2_5,smooth_parametric_resampling,32,48,,oblique_008_neg006,generic_tilt,"[0.08, -0.06, 1.0]",5,5,40.19227034486258,14.385883839771418,1.1563989749074783,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,59.250255126481186,1.8948638681580885,0.011627946298574443,0.22676012056282194,True,True,,passed,,0.002968700006022118,96,True,True,True,True
5_1_torus_T_2_5,smooth_parametric_resampling,32,64,,z_axis,axis_aligned_reference,"[0.0, 0.0, 1.0]",5,5,40.47355873070005,14.467290532654944,1.1335701979751232,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,78.11797541509016,1.9424022149241336,0.0,0.23353061497378536,True,True,,passed,,0.003410199991776608,96,True,True,True,True
5_1_torus_T_2_5,smooth_parametric_resampling,32,64,,tilt_x_005,generic_tilt,"[0.05, 0.0, 1.0]",5,5,40.47355873070005,14.467290532654944,1.1335701979751232,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,78.02175237992692,1.9434362520192363,0.07776289904523015,0.23201015892586072,True,True,,passed,,0.004458099996554665,96,True,True,True,True
5_1_torus_T_2_5,smooth_parametric_resampling,32,64,,tilt_y_neg007,generic_tilt,"[0.0, -0.07, 1.0]",5,5,40.47355873070005,14.467290532654944,1.1335701979751232,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,62.81045821550188,1.950823897160799,0.1611838971263282,0.23232986765344385,True,True,,passed,,0.0033915999956661835,96,True,True,True,True
5_1_torus_T_2_5,smooth_parametric_resampling,32,64,,oblique_008_neg006,generic_tilt,"[0.08, -0.06, 1.0]",5,5,40.47355873070005,14.467290532654944,1.1335701979751232,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,62.818142154375735,1.9421517435128206,0.040480469370919536,0.23008555618853788,True,True,,passed,,0.003616599991801195,96,True,True,True,True
5_1_torus_T_2_5,smooth_parametric_resampling,32,96,,z_axis,axis_aligned_reference,"[0.0, 0.0, 1.0]",5,5,40.676548542594446,14.557178462343233,1.1341477379228062,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,77.6736164428754,1.9743437525408276,0.0,0.23779352298206147,True,True,,passed,,0.004829700003028847,96,True,True,True,True
5_1_torus_T_2_5,smooth_parametric_resampling,32,96,,tilt_x_005,generic_tilt,"[0.05, 0.0, 1.0]",5,5,40.676548542594446,14.557178462343233,1.1341477379228062,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,66.62285728723181,1.9757683766198342,0.0589003744218104,0.23630333339035386,True,True,,passed,,0.004583100002491847,96,True,True,True,True
5_1_torus_T_2_5,smooth_parametric_resampling,32,96,,tilt_y_neg007,generic_tilt,"[0.0, -0.07, 1.0]",5,5,40.676548542594446,14.557178462343233,1.1341477379228062,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,67.00144484006533,1.9714667469295575,0.10868469735110153,0.23546250852854303,True,True,,passed,,0.004426900006365031,96,True,True,True,True
5_1_torus_T_2_5,smooth_parametric_resampling,32,96,,oblique_008_neg006,generic_tilt,"[0.08, -0.06, 1.0]",5,5,40.676548542594446,14.557178462343233,1.1341477379228062,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,67.08075848467556,1.9788330634620537,0.0204030211892956,0.23499431812097138,True,True,,passed,,0.004738899995572865,96,True,True,True,True
4_1_figure_eight,exact_polygon_subdivision,32,32,1,z_axis,axis_aligned_reference,"[0.0, 0.0, 1.0]",4,5,42.18019053943807,13.506011963383157,1.1984418228407392,4,1,True,1:+1:+1|2:-1:+1|3:+1:-1|4:-1:-1|2:+1:+1|1:-1:+1|4:+1:-1|3:-1:-1,"[[2, 8, 3, 7], [4, 1, 5, 2], [6, 4, 7, 3], [8, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,4,1,5,,True,12.483024240045063,1.5956471048601781,0.3097264307143952,0.19788398298908483,True,True,,passed,,0.0016462000057799742,256,True,True,True,True
4_1_figure_eight,exact_polygon_subdivision,32,32,1,tilt_x_005,generic_tilt,"[0.05, 0.0, 1.0]",4,5,42.18019053943807,13.506011963383157,1.1984418228407392,4,1,True,1:+1:+1|2:-1:+1|3:+1:-1|4:-1:-1|2:+1:+1|1:-1:+1|4:+1:-1|3:-1:-1,"[[2, 8, 3, 7], [4, 1, 5, 2], [6, 4, 7, 3], [8, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,4,1,5,,True,12.378656642366874,1.5822014848604389,0.28340340530895247,0.19562908232799747,True,True,,passed,,0.0014967000024626032,256,True,True,True,True
4_1_figure_eight,exact_polygon_subdivision,32,32,1,tilt_y_neg007,generic_tilt,"[0.0, -0.07, 1.0]",4,5,42.18019053943807,13.506011963383157,1.1984418228407392,4,1,True,1:+1:+1|2:-1:+1|3:+1:-1|4:-1:-1|2:+1:+1|1:-1:+1|4:+1:-1|3:-1:-1,"[[2, 8, 3, 7], [4, 1, 5, 2], [6, 4, 7, 3], [8, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,4,1,5,,True,50.600761084734444,1.5946217480175036,0.009424315123794713,0.19364941282014186,True,True,,passed,,0.001517900003818795,256,True,True,True,True
4_1_figure_eight,exact_polygon_subdivision,32,32,1,oblique_008_neg006,generic_tilt,"[0.08, -0.06, 1.0]",4,5,42.18019053943807,13.506011963383157,1.1984418228407392,4,1,True,1:+1:+1|2:-1:+1|3:+1:-1|4:-1:-1|2:+1:+1|1:-1:+1|4:+1:-1|3:-1:-1,"[[2, 8, 3, 7], [4, 1, 5, 2], [6, 4, 7, 3], [8, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,4,1,5,,True,12.693619534378014,1.5758724164147786,0.005967596739470338,0.19193501970368818,True,True,,passed,,0.0015810000040801242,256,True,True,True,True
4_1_figure_eight,exact_polygon_subdivision,32,64,2,z_axis,axis_aligned_reference,"[0.0, 0.0, 1.0]",4,5,42.18019053943807,14.100071253028297,1.0971306199719328,4,1,True,1:+1:+1|2:-1:+1|3:+1:-1|4:-1:-1|2:+1:+1|1:-1:+1|4:+1:-1|3:-1:-1,"[[2, 8, 3, 7], [4, 1, 5, 2], [6, 4, 7, 3], [8, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,4,1,5,,True,12.483024240045063,1.595647104860178,0.22121172084806062,0.1978839829890848,True,True,,passed,,0.003204399996320717,256,True,True,True,True
4_1_figure_eight,exact_polygon_subdivision,32,64,2,tilt_x_005,generic_tilt,"[0.05, 0.0, 1.0]",4,5,42.18019053943807,14.100071253028297,1.0971306199719328,4,1,True,1:+1:+1|2:-1:+1|3:+1:-1|4:-1:-1|2:+1:+1|1:-1:+1|4:+1:-1|3:-1:-1,"[[2, 8, 3, 7], [4, 1, 5, 2], [6, 4, 7, 3], [8, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,4,1,5,,True,12.378656642366844,1.5822014848604389,0.011605833754174455,0.19562908232799747,True,True,,passed,,0.0030645999941043556,256,True,True,True,True
4_1_figure_eight,exact_polygon_subdivision,32,64,2,tilt_y_neg007,generic_tilt,"[0.0, -0.07, 1.0]",4,5,42.18019053943807,14.100071253028297,1.0971306199719328,4,1,True,1:+1:+1|2:-1:+1|3:+1:-1|4:-1:-1|2:+1:+1|1:-1:+1|4:+1:-1|3:-1:-1,"[[2, 8, 3, 7], [4, 1, 5, 2], [6, 4, 7, 3], [8, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,4,1,5,,True,50.600761084734444,1.5946217480175036,0.018848630247589426,0.19364941282014186,True,True,,passed,,0.003042900003492832,256,True,True,True,True
